,name,lat,lon,connectorTypes,chargingAvailability
414,Fastned Veeningen Rijksweg A28,52.6792,6.35893,"['IEC62196Type2CCS', 'IEC62196Type2CCS', 'IEC62196Type2CableAttached', 'Chademo']",528009009084629
415,Fastned Deurningen Rijksweg A1,52.28147,6.8529,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo', 'Chademo']",528008000015587
416,Enter Eversdijk,52.31028,6.56878,['IEC62196Type2CCS'],
417,InCharge Holten Rijksweg A1,52.25389,6.43624,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010048498
418,E-Flux Enschede Strootsweg,52.21877,6.8359,"['IEC62196Type2CCS', 'IEC62196Type2CCS']",528009010064111
419,Fastned Deurningen Rijksweg A1,52.28701,6.861,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo', 'Chademo']",528009010070331
420,AVIA Enschede Twekkeler Es,52.2231,6.83771,"['IEC62196Type2CCS', 'IEC62196Type2CCS']",528009010071434
421,E-Flux Groenlo Noordgang,52.06131,6.62504,"['IEC62196Type2Outlet', 'IEC62196Type2Outlet', 'IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",
422,AVIA Enter De Bleek,52.29348,6.55792,['IEC62196Type2CCS'],528009010067525
423,Tesla Nieuw-Amsterdam Verlengde Herendijk,52.72417,6.88352,['IEC62196Type2CCS'],
424,Hengelo Diamantstraat,52.24041,6.77914,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",
425,Hengelo Höltersweg,52.27864,6.77896,"['IEC62196Type2Outlet', 'Chademo', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",
426,E-Flux Enschede Euregioweg,52.22556,6.94636,"['IEC62196Type2Outlet', 'Chademo']",528009010045230
427,AVIA Deurningen Deurningerstraat,52.29847,6.83118,['IEC62196Type2CCS'],528009010073398
428,Fastned Veeningen Rijksweg A28,52.68273,6.36906,"['IEC62196Type2CCS', 'IEC62196Type2CCS', 'IEC62196Type2CableAttached', 'Chademo']",528009009095955
429,Allego Hengelo Bornsestraat,52.28697,6.77464,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",
430,Shell Recharge Enschede Broekheurne-ring,52.19963,6.86387,"['IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",528009010106001
431,E-Flux Enschede Staalsteden,52.21465,6.81715,"['IEC62196Type2Outlet', 'Chademo']",528009010041202
432,Tesla Hengelo,52.2872,6.77311,['IEC62196Type2CCS'],
433,Tamoil Klazienaveen Antares,52.73133,6.97976,"['IEC62196Type2CCS', 'Chademo']",
434,OG Borne Vormerij,52.28677,6.74453,"['IEC62196Type2CCS', 'Chademo']",
435,InCharge Hardenberg Stelling,52.57499,6.59675,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010045782
436,E-Flux Borne Vormerij,52.28563,6.74795,"['IEC62196Type2CCS', 'Chademo']",
437,PARKnCHARGE Henxel Kobstederweg,51.98662,6.74294,['IEC62196Type2CCS'],528009010050882
438,TotalEnergies Dedemsvaart Langewijk,52.60658,6.46415,"['Chademo', 'IEC62196Type2CableAttached', 'IEC62196Type2CCS']",528009009084992
439,InCharge Almelo Laan van Iserlohn,52.35048,6.67696,"['IEC62196Type2CCS', 'IEC62196Type2CableAttached', 'Chademo']",528009010040936
440,PARKnCHARGE Almelo Henriëtte Roland Holstlaan,52.3324,6.65425,"['IEC62196Type2CCS', 'Chademo']",
441,Allego Holten Langstraat,52.25481,6.43511,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010069669
442,PARKnCHARGE Lochem Hanzeweg,52.1649,6.41549,"['IEC62196Type2CCS', 'Chademo']",
443,InCharge Groningen Atoomweg,53.21343,6.54053,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010042234
444,Groningen Rostockweg,53.22238,6.61106,"['IEC62196Type2Outlet', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",
445,Fastned Haren Rijksweg,53.14795,6.60462,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo', 'Chademo', 'IEC62196Type2CCS', 'Chademo']",528009009087047
446,Delfzijl De Vennen,53.3328,6.92937,['IEC62196Type2CCS'],
447,Stadskanaal Kathodeweg,52.97663,6.96054,"['IEC62196Type2Outlet', 'Chademo', 'IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",
448,Allego Eelderwolde Borchsingel,53.19669,6.5162,"['IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",528009010066958
449,Eneco Groningen Kieler Bocht,53.21589,6.60892,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS']",528009010108298
450,PARKnCHARGE Nieuw-Weerdinge Hogesloot,52.82291,6.97097,['IEC62196Type2CCS'],
451,Tesla Assen Balkenweg,52.9929,6.52447,"['IEC62196Type2CCS', 'Tesla', 'IEC62196Type2CCS']",
452,Fastned Beilen Rijksweg A28,52.84532,6.48638,"['IEC62196Type2CCS', 'Chademo']",528009010105730
453,EVBox Ten Boer Bedrijvenweg,53.28127,6.7083,"['IEC62196Type2Outlet', 'IEC62196Type2CCS', 'IEC62196Type2CableAttached']",
454,Shell Recharge Groningen Zonnelaan,53.23526,6.53957,"['IEC62196Type2CCS', 'IEC62196Type2CCS', 'Chademo']",528009010110398
455,InCharge Emmen Hoenderkamp,52.77205,6.89744,"['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2Outlet']",528009010040726
456,Fastned Niebert Rijksweg A7,53.16739,6.3115,"['IEC62196Type2CCS', 'Chademo']",528009010108909
457,Fastned Scheemda Rijksweg A7,53.18086,6.93373,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010112627
458,Shell Recharge Groningen Van Ketwich Verschuurlaan,53.19273,6.56679,"['IEC62196Type2CCS', 'Chademo']",528009010107180
459,Allego Groningen Professor Uilkensweg,53.23681,6.51964,"['IEC62196Type2Outlet', 'IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009009078999
460,InCharge Eelderwolde,53.19573,6.51748,"['IEC62196Type2CCS', 'IEC62196Type2CableAttached', 'Chademo']",528009010042143
461,Fastned Scheemda Rijksweg A7,53.18261,6.93143,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010108225
462,Shell Recharge Haren Rijksweg,53.14895,6.60433,"['IEC62196Type2CCS', 'Chademo', 'IEC62196Type2CCS']",528009010110974
463,InCharge Assen Hof van Parijs,53.02602,6.57212,"['IEC62196Type2CableAttached', 'IEC62196Type2CCS', 'Chademo']",528009010040552
464,PARKnCHARGE Eemshaven Borkumkade,53.45667,6.83216,"['IEC62196Type2Outlet', 'IEC62196Type2Outlet', 'IEC62196Type2CCS']",
465,OG Groningen Bornholmstraat,53.20429,6.61217,"['IEC62196Type2CCS', 'Chademo']",
